"Date","Day/Eve","Number 1","Number 2","Number 3","GreenBall","DoubleDraw*"
"06/28/2016","D","8","9","3","",""
"06/28/2016","E","1","2","4","",""
"06/27/2016","D","0","5","0","",""
"06/27/2016","E","0","0","2","",""
"06/26/2016","D","8","6","9","",""
"06/26/2016","E","4","3","2","",""
"06/25/2016","D","1","7","3","",""
"06/25/2016","E","1","7","0","",""
"06/24/2016","D","4","5","3","",""
"06/24/2016","E","3","0","1","",""
"06/23/2016","D","9","3","7","",""
"06/23/2016","E","6","2","4","",""
"06/22/2016","D","6","0","2","",""
"06/22/2016","E","6","2","7","",""
"06/21/2016","D","7","6","3","",""
"06/21/2016","E","9","5","6","",""
"06/20/2016","D","4","7","0","",""
"06/20/2016","E","9","5","6","",""
"06/19/2016","D","3","7","2","",""
"06/19/2016","E","8","7","2","",""
"06/18/2016","D","8","0","2","",""
"06/18/2016","E","4","4","9","",""
"06/17/2016","D","3","4","7","",""
"06/17/2016","E","5","2","8","",""
"06/16/2016","D","9","6","4","",""
"06/16/2016","E","8","7","9","",""
"06/15/2016","D","4","0","6","",""
"06/15/2016","E","9","6","5","",""
"06/14/2016","D","9","5","1","",""
"06/14/2016","E","4","2","0","",""
"06/13/2016","D","4","9","5","",""
"06/13/2016","E","6","1","0","",""
"06/12/2016","D","5","5","1","",""
"06/12/2016","E","1","6","3","",""
"06/11/2016","D","3","9","4","",""
"06/11/2016","E","5","6","6","",""
"06/10/2016","D","6","3","6","",""
"06/10/2016","E","7","6","6","",""
"06/09/2016","D","6","6","2","",""
"06/09/2016","E","1","3","4","",""
"06/08/2016","D","0","6","3","",""
"06/08/2016","E","1","0","2","",""
"06/07/2016","D","6","8","5","",""
"06/07/2016","E","4","6","5","",""
"06/06/2016","D","3","3","7","",""
"06/06/2016","E","2","9","6","",""
"06/05/2016","D","0","8","9","",""
"06/05/2016","E","7","8","8","",""
"06/04/2016","D","7","6","9","",""
"06/04/2016","E","6","3","0","",""
"06/03/2016","D","7","3","5","",""
"06/03/2016","E","3","2","6","",""
"06/02/2016","D","6","5","3","",""
"06/02/2016","E","2","0","5","",""
"06/01/2016","D","4","7","6","",""
"06/01/2016","E","6","5","7","",""
"05/31/2016","D","9","0","6","",""
"05/31/2016","E","7","8","3","",""
"05/30/2016","D","5","4","1","",""
"05/30/2016","E","4","3","1","",""
"05/29/2016","D","8","1","2","",""
"05/29/2016","E","3","4","2","",""
"05/28/2016","D","0","8","6","",""
"05/28/2016","E","1","9","7","",""
"05/27/2016","D","9","5","8","",""
"05/27/2016","E","3","8","4","",""
"05/26/2016","D","4","3","9","",""
"05/26/2016","E","1","7","4","",""
"05/25/2016","D","9","6","9","",""
"05/25/2016","E","2","1","8","",""
"05/24/2016","D","9","9","5","",""
"05/24/2016","E","0","6","8","",""
"05/23/2016","D","2","6","2","",""
"05/23/2016","E","1","5","0","",""
"05/22/2016","D","2","0","6","",""
"05/22/2016","E","0","1","9","",""
"05/21/2016","D","6","6","3","",""
"05/21/2016","E","5","3","7","",""
"05/20/2016","D","6","0","5","",""
"05/20/2016","E","4","0","3","",""
"05/19/2016","D","5","0","5","",""
"05/19/2016","E","9","7","6","",""
"05/18/2016","D","8","9","3","",""
"05/18/2016","E","6","0","1","",""
"05/17/2016","D","4","0","1","",""
"05/17/2016","E","5","3","3","",""
"05/16/2016","D","5","7","6","",""
"05/16/2016","E","6","7","8","",""
"05/15/2016","D","8","8","3","",""
"05/15/2016","E","6","7","5","",""
"05/14/2016","D","0","1","8","",""
"05/14/2016","E","9","6","7","",""
"05/13/2016","D","7","5","0","",""
"05/13/2016","E","0","2","8","",""
"05/12/2016","D","6","8","5","",""
"05/12/2016","E","7","6","1","",""
"05/11/2016","D","0","4","0","",""
"05/11/2016","E","1","9","0","",""
"05/10/2016","D","3","5","2","",""
"05/10/2016","E","8","8","1","",""
"05/09/2016","D","8","9","1","",""
"05/09/2016","E","7","4","2","",""
"05/08/2016","D","3","1","3","",""
"05/08/2016","E","4","5","5","",""
"05/07/2016","D","0","0","1","",""
"05/07/2016","E","7","7","1","",""
"05/06/2016","D","6","9","9","",""
"05/06/2016","E","3","2","4","",""
"05/05/2016","D","9","8","5","",""
"05/05/2016","E","4","1","0","",""
"05/04/2016","D","5","6","4","",""
"05/04/2016","E","5","6","3","",""
"05/03/2016","D","0","0","9","",""
"05/03/2016","E","4","8","0","",""
"05/02/2016","D","6","9","5","",""
"05/02/2016","E","2","8","1","",""
"05/01/2016","D","6","3","9","",""
"05/01/2016","E","4","1","1","",""
"04/30/2016","D","4","1","6","",""
"04/30/2016","E","7","8","2","",""
"04/29/2016","D","2","7","5","",""
"04/29/2016","E","7","7","1","",""
"04/28/2016","D","8","4","5","",""
"04/28/2016","E","2","8","8","",""
"04/27/2016","D","1","8","0","",""
"04/27/2016","E","4","3","6","",""
"04/26/2016","D","6","9","5","",""
"04/26/2016","E","3","8","8","",""
"04/25/2016","D","5","3","2","",""
"04/25/2016","E","7","7","9","",""
"04/24/2016","D","5","9","3","",""
"04/24/2016","E","1","0","0","",""
"04/23/2016","D","2","4","8","",""
"04/23/2016","E","9","9","8","",""
"04/22/2016","D","7","1","0","",""
"04/22/2016","E","6","4","1","",""
"04/21/2016","D","5","7","5","",""
"04/21/2016","E","0","0","6","",""
"04/20/2016","D","4","6","2","",""
"04/20/2016","E","4","9","2","",""
"04/19/2016","D","5","5","4","",""
"04/19/2016","E","3","3","5","",""
"04/18/2016","D","4","9","8","",""
"04/18/2016","E","2","9","8","",""
"04/17/2016","D","2","6","2","",""
"04/17/2016","E","1","1","9","",""
"04/16/2016","D","2","0","8","",""
"04/16/2016","E","9","0","9","",""
"04/15/2016","D","6","9","5","",""
"04/15/2016","E","2","7","2","",""
"04/14/2016","D","9","0","9","",""
"04/14/2016","E","2","5","4","",""
"04/13/2016","D","7","9","6","",""
"04/13/2016","E","3","9","2","",""
"04/12/2016","D","0","7","2","",""
"04/12/2016","E","3","4","6","",""
"04/11/2016","D","8","6","0","",""
"04/11/2016","E","8","3","3","",""
"04/10/2016","D","1","3","0","",""
"04/10/2016","E","4","9","1","",""
"04/09/2016","D","9","0","4","",""
"04/09/2016","E","7","0","4","",""
"04/08/2016","D","2","4","4","",""
"04/08/2016","E","9","9","4","",""
"04/07/2016","D","9","4","6","",""
"04/07/2016","E","0","1","5","",""
"04/06/2016","D","6","9","1","",""
"04/06/2016","E","9","5","0","",""
"04/05/2016","D","8","1","1","",""
"04/05/2016","E","4","7","0","",""
"04/04/2016","D","9","1","3","",""
"04/04/2016","E","6","5","6","",""
"04/03/2016","D","2","8","9","",""
"04/03/2016","E","0","8","3","",""
"04/02/2016","D","7","1","0","",""
"04/02/2016","E","5","4","2","",""
"04/01/2016","D","8","2","7","",""
"04/01/2016","E","2","6","0","",""
"03/31/2016","D","9","2","7","",""
"03/31/2016","E","1","3","5","",""
"03/30/2016","D","8","0","0","",""
"03/30/2016","E","5","3","3","",""
"03/29/2016","D","2","7","9","",""
"03/29/2016","E","2","1","3","",""
"03/28/2016","D","1","5","5","",""
"03/28/2016","E","0","2","4","",""
"03/27/2016","D","4","1","2","",""
"03/27/2016","E","7","7","4","",""
"03/26/2016","D","0","8","6","",""
"03/26/2016","E","3","6","9","","R"
"03/26/2016","E","7","5","0","","D"
"03/25/2016","D","3","1","5","",""
"03/25/2016","E","6","3","6","","W"
"03/24/2016","D","2","0","1","",""
"03/24/2016","E","3","5","7","","R"
"03/24/2016","E","6","4","2","","D"
"03/23/2016","D","6","0","6","",""
"03/23/2016","E","5","4","5","","W"
"03/22/2016","D","5","9","9","",""
"03/22/2016","E","4","8","5","","W"
"03/21/2016","D","2","1","4","",""
"03/21/2016","E","1","4","5","","W"
"03/20/2016","D","7","9","2","",""
"03/20/2016","E","6","2","4","","W"
"03/19/2016","D","4","1","6","",""
"03/19/2016","E","5","3","1","","W"
"03/18/2016","D","9","9","7","",""
"03/18/2016","E","1","9","4","","W"
"03/17/2016","D","5","0","6","",""
"03/17/2016","E","9","1","4","","R"
"03/17/2016","E","8","0","1","","D"
"03/16/2016","D","7","1","1","",""
"03/16/2016","E","2","9","2","","R"
"03/16/2016","E","6","7","6","","D"
"03/15/2016","D","4","4","6","",""
"03/15/2016","E","1","8","3","","W"
"03/14/2016","D","4","3","6","",""
"03/14/2016","E","6","5","6","","W"
"03/13/2016","D","4","2","6","",""
"03/13/2016","E","0","0","5","","W"
"03/12/2016","D","6","2","1","",""
"03/12/2016","E","3","5","2","","W"
"03/11/2016","D","4","8","9","",""
"03/11/2016","E","5","3","4","","W"
"03/10/2016","D","4","8","8","",""
"03/10/2016","E","4","4","2","","R"
"03/10/2016","E","3","7","4","","D"
"03/09/2016","D","0","4","0","",""
"03/09/2016","E","5","5","1","","W"
"03/08/2016","D","9","3","3","",""
"03/08/2016","E","7","1","9","","W"
"03/07/2016","D","4","7","1","",""
"03/07/2016","E","1","8","7","","W"
"03/06/2016","D","5","1","9","",""
"03/06/2016","E","7","1","9","","R"
"03/06/2016","E","1","4","5","","D"
"03/05/2016","D","8","4","5","",""
"03/05/2016","E","3","7","4","","W"
"03/04/2016","D","3","5","0","",""
"03/04/2016","E","8","3","1","","R"
"03/04/2016","E","7","3","7","","D"
"03/03/2016","D","1","2","5","",""
"03/03/2016","E","4","5","4","","R"
"03/03/2016","E","8","4","4","","D"
"03/02/2016","D","7","8","7","",""
"03/02/2016","E","7","9","2","","W"
"03/01/2016","D","9","7","7","",""
"03/01/2016","E","5","3","2","","R"
"03/01/2016","E","6","4","9","","D"
"02/29/2016","D","4","7","3","",""
"02/29/2016","E","7","7","3","","W"
"02/28/2016","D","6","8","3","",""
"02/28/2016","E","5","7","6","","W"
"02/27/2016","D","1","1","0","",""
"02/27/2016","E","8","8","2","",""
"02/26/2016","D","3","8","2","",""
"02/26/2016","E","9","6","9","",""
"02/25/2016","D","0","4","5","",""
"02/25/2016","E","8","3","5","",""
"02/24/2016","D","9","7","7","",""
"02/24/2016","E","1","3","9","",""
"02/23/2016","D","7","0","9","",""
"02/23/2016","E","0","9","5","",""
"02/22/2016","D","9","9","9","",""
"02/22/2016","E","8","0","6","",""
"02/21/2016","D","1","4","5","",""
"02/21/2016","E","3","7","5","",""
"02/20/2016","D","6","9","8","",""
"02/20/2016","E","8","5","0","",""
"02/19/2016","D","4","2","6","",""
"02/19/2016","E","4","8","9","",""
"02/18/2016","D","3","9","1","",""
"02/18/2016","E","8","4","8","",""
"02/17/2016","D","0","9","8","",""
"02/17/2016","E","9","1","2","",""
"02/16/2016","D","9","9","0","",""
"02/16/2016","E","4","5","3","",""
"02/15/2016","D","8","2","8","",""
"02/15/2016","E","5","2","3","",""
"02/14/2016","D","3","2","1","",""
"02/14/2016","E","7","9","2","",""
"02/13/2016","D","8","1","4","",""
"02/13/2016","E","0","2","1","",""
"02/12/2016","D","8","9","3","",""
"02/12/2016","E","6","6","2","",""
"02/11/2016","D","4","7","5","",""
"02/11/2016","E","7","6","4","",""
"02/10/2016","D","9","2","2","",""
"02/10/2016","E","3","0","1","",""
"02/09/2016","D","7","0","7","",""
"02/09/2016","E","0","1","2","",""
"02/08/2016","D","2","2","6","",""
"02/08/2016","E","1","4","8","",""
"02/07/2016","D","7","9","9","",""
"02/07/2016","E","1","0","6","",""
"02/06/2016","D","1","6","2","",""
"02/06/2016","E","0","4","8","",""
"02/05/2016","D","8","2","2","",""
"02/05/2016","E","8","4","3","",""
"02/04/2016","D","8","7","9","",""
"02/04/2016","E","0","3","6","",""
"02/03/2016","D","8","0","8","",""
"02/03/2016","E","8","7","4","",""
"02/02/2016","D","9","4","0","",""
"02/02/2016","E","4","0","3","",""
"02/01/2016","D","7","7","9","",""
"02/01/2016","E","1","2","2","",""
"01/31/2016","D","5","0","1","",""
"01/31/2016","E","0","8","5","",""
"01/30/2016","D","3","7","6","",""
"01/30/2016","E","1","5","8","",""
"01/29/2016","D","7","4","8","",""
"01/29/2016","E","5","5","4","",""
"01/28/2016","D","5","5","0","",""
"01/28/2016","E","1","0","3","",""
"01/27/2016","D","9","0","7","",""
"01/27/2016","E","4","9","5","",""
"01/26/2016","D","2","8","7","",""
"01/26/2016","E","8","6","3","",""
"01/25/2016","D","5","2","6","",""
"01/25/2016","E","8","3","1","",""
"01/24/2016","D","7","9","0","",""
"01/24/2016","E","4","0","9","",""
"01/23/2016","D","0","1","6","",""
"01/23/2016","E","5","9","2","",""
"01/22/2016","D","4","1","0","",""
"01/22/2016","E","6","4","8","",""
"01/21/2016","D","9","0","7","",""
"01/21/2016","E","3","7","5","",""
"01/20/2016","D","7","6","3","",""
"01/20/2016","E","5","8","0","",""
"01/19/2016","D","0","4","8","",""
"01/19/2016","E","0","2","7","",""
"01/18/2016","D","5","4","9","",""
"01/18/2016","E","3","9","1","",""
"01/17/2016","D","5","0","5","",""
"01/17/2016","E","8","6","6","",""
"01/16/2016","D","6","2","0","",""
"01/16/2016","E","6","9","7","",""
"01/15/2016","D","9","4","9","",""
"01/15/2016","E","9","2","9","",""
"01/14/2016","D","8","4","4","",""
"01/14/2016","E","8","4","3","",""
"01/13/2016","D","3","1","5","",""
"01/13/2016","E","3","9","1","",""
"01/12/2016","D","8","8","8","",""
"01/12/2016","E","9","3","7","",""
"01/11/2016","D","9","0","0","",""
"01/11/2016","E","9","1","3","",""
"01/10/2016","D","6","7","9","",""
"01/10/2016","E","7","5","9","",""
"01/09/2016","D","1","1","1","",""
"01/09/2016","E","3","8","3","",""
"01/08/2016","D","1","2","6","",""
"01/08/2016","E","7","5","5","",""
"01/07/2016","D","7","9","6","",""
"01/07/2016","E","9","4","1","",""
"01/06/2016","D","0","6","1","",""
"01/06/2016","E","6","8","7","",""
"01/05/2016","D","5","7","2","",""
"01/05/2016","E","7","0","6","",""
"01/04/2016","D","9","7","2","",""
"01/04/2016","E","8","0","8","",""
"01/03/2016","D","1","5","2","",""
"01/03/2016","E","3","5","7","",""
"01/02/2016","D","1","2","6","",""
"01/02/2016","E","5","4","0","",""
"01/01/2016","D","4","1","3","",""
"01/01/2016","E","8","9","6","",""
"12/31/2015","D","1","1","5","",""
"12/31/2015","E","4","3","6","",""
"12/30/2015","D","2","0","4","",""
"12/30/2015","E","1","4","7","",""
"12/29/2015","D","5","3","9","",""
"12/29/2015","E","1","3","8","",""
"12/28/2015","D","9","0","1","",""
"12/28/2015","E","1","6","1","",""
"12/27/2015","D","7","0","5","",""
"12/27/2015","E","7","9","9","",""
"12/26/2015","D","7","2","7","",""
"12/26/2015","E","3","0","3","",""
"12/25/2015","D","2","0","1","",""
"12/25/2015","E","9","7","1","",""
"12/24/2015","D","6","6","5","",""
"12/24/2015","E","0","0","2","",""
"12/23/2015","D","2","9","1","",""
"12/23/2015","E","1","2","9","",""
"12/22/2015","D","6","8","9","",""
"12/22/2015","E","7","3","5","",""
"12/21/2015","D","4","7","3","",""
"12/21/2015","E","9","0","2","",""
"12/20/2015","D","8","4","1","",""
"12/20/2015","E","7","6","4","",""
"12/19/2015","D","5","7","2","",""
"12/19/2015","E","2","6","8","",""
"12/18/2015","D","7","8","3","",""
"12/18/2015","E","7","2","6","",""
"12/17/2015","D","2","1","3","",""
"12/17/2015","E","0","2","7","",""
"12/16/2015","D","8","0","9","",""
"12/16/2015","E","7","1","5","",""
"12/15/2015","D","6","4","9","",""
"12/15/2015","E","7","5","3","",""
"12/14/2015","D","0","8","2","",""
"12/14/2015","E","7","1","9","",""
"12/13/2015","D","9","1","7","",""
"12/13/2015","E","1","4","0","",""
"12/12/2015","D","6","1","8","",""
"12/12/2015","E","1","9","5","",""
"12/11/2015","D","4","9","3","",""
"12/11/2015","E","6","8","5","",""
"12/10/2015","D","9","7","9","",""
"12/10/2015","E","6","2","5","",""
"12/09/2015","D","7","3","4","",""
"12/09/2015","E","4","3","5","",""
"12/08/2015","D","8","1","0","",""
"12/08/2015","E","0","2","5","",""
"12/07/2015","D","5","5","3","",""
"12/07/2015","E","4","1","6","",""
"12/06/2015","D","1","6","0","",""
"12/06/2015","E","1","2","5","",""
"12/05/2015","D","5","0","0","",""
"12/05/2015","E","8","7","6","",""
"12/04/2015","D","8","5","4","",""
"12/04/2015","E","5","6","5","",""
"12/03/2015","D","9","8","8","",""
"12/03/2015","E","9","2","0","",""
"12/02/2015","D","1","3","9","",""
"12/02/2015","E","9","5","7","",""
"12/01/2015","D","4","8","9","",""
"12/01/2015","E","9","3","0","",""
"11/30/2015","D","9","7","6","",""
"11/30/2015","E","4","2","0","",""
"11/29/2015","D","2","9","4","",""
"11/29/2015","E","5","0","8","",""
"11/28/2015","D","1","1","2","",""
"11/28/2015","E","6","6","6","",""
"11/27/2015","D","8","1","4","",""
"11/27/2015","E","2","7","9","",""
"11/26/2015","D","1","9","9","",""
"11/26/2015","E","8","6","3","",""
"11/25/2015","D","0","2","8","",""
"11/25/2015","E","3","8","7","",""
"11/24/2015","D","1","4","7","",""
"11/24/2015","E","2","0","1","",""
"11/23/2015","D","1","5","3","",""
"11/23/2015","E","9","6","0","",""
"11/22/2015","D","3","7","1","",""
"11/22/2015","E","7","2","4","",""
"11/21/2015","D","3","4","6","",""
"11/21/2015","E","3","3","7","",""
"11/20/2015","D","3","1","9","",""
"11/20/2015","E","2","9","9","",""
"11/19/2015","D","1","9","0","",""
"11/19/2015","E","9","1","1","",""
"11/18/2015","D","7","2","7","",""
"11/18/2015","E","7","6","5","",""
"11/17/2015","D","6","9","6","",""
"11/17/2015","E","7","2","8","",""
"11/16/2015","D","7","7","1","",""
"11/16/2015","E","7","4","1","",""
"11/15/2015","D","2","9","0","",""
"11/15/2015","E","2","1","6","",""
"11/14/2015","D","0","7","9","",""
"11/14/2015","E","5","4","2","",""
"11/13/2015","D","6","2","5","",""
"11/13/2015","E","6","2","7","",""
"11/12/2015","D","1","8","4","",""
"11/12/2015","E","9","5","6","",""
"11/11/2015","D","7","0","2","",""
"11/11/2015","E","1","7","3","",""
"11/10/2015","D","2","5","0","",""
"11/10/2015","E","3","7","4","",""
"11/09/2015","D","4","6","4","",""
"11/09/2015","E","0","5","4","",""
"11/08/2015","D","8","8","9","",""
"11/08/2015","E","1","7","6","",""
"11/07/2015","D","1","9","4","",""
"11/07/2015","E","9","6","6","",""
"11/06/2015","D","2","9","8","",""
"11/06/2015","E","2","4","1","",""
"11/05/2015","D","9","2","8","",""
"11/05/2015","E","3","2","4","",""
"11/04/2015","D","9","2","9","",""
"11/04/2015","E","9","1","0","",""
"11/03/2015","D","7","5","3","",""
"11/03/2015","E","6","3","4","",""
"11/02/2015","D","2","7","1","",""
"11/02/2015","E","1","0","9","",""
"11/01/2015","D","7","3","7","",""
"11/01/2015","E","6","6","5","",""
"10/31/2015","D","9","8","7","",""
"10/31/2015","E","6","7","3","",""
"10/30/2015","D","2","4","8","",""
"10/30/2015","E","7","6","7","",""
"10/29/2015","D","4","1","8","",""
"10/29/2015","E","9","3","2","",""
"10/28/2015","D","3","4","1","",""
"10/28/2015","E","6","2","0","",""
"10/27/2015","D","9","7","9","",""
"10/27/2015","E","3","4","6","",""
"10/26/2015","D","1","7","4","",""
"10/26/2015","E","4","0","1","",""
"10/25/2015","D","8","5","6","",""
"10/25/2015","E","3","4","1","",""
"10/24/2015","D","9","1","9","",""
"10/24/2015","E","1","7","8","",""
"10/23/2015","D","5","3","3","",""
"10/23/2015","E","3","5","1","",""
"10/22/2015","D","6","9","2","",""
"10/22/2015","E","9","5","1","",""
"10/21/2015","D","3","9","2","",""
"10/21/2015","E","8","5","3","",""
"10/20/2015","D","9","0","0","",""
"10/20/2015","E","8","2","6","",""
"10/19/2015","D","6","9","0","",""
"10/19/2015","E","1","0","8","",""
"10/18/2015","D","7","8","3","",""
"10/18/2015","E","3","3","3","",""
"10/17/2015","D","9","9","1","",""
"10/17/2015","E","5","6","9","",""
"10/16/2015","D","0","0","8","",""
"10/16/2015","E","0","7","6","",""
"10/15/2015","D","6","6","0","",""
"10/15/2015","E","5","5","8","",""
"10/14/2015","D","4","2","8","",""
"10/14/2015","E","6","6","7","",""
"10/13/2015","D","3","8","6","",""
"10/13/2015","E","3","0","1","",""
"10/12/2015","D","1","4","9","",""
"10/12/2015","E","8","2","6","",""
"10/11/2015","D","0","8","3","",""
"10/11/2015","E","5","6","8","",""
"10/10/2015","D","6","1","1","",""
"10/10/2015","E","9","7","1","",""
"10/09/2015","D","1","6","9","",""
"10/09/2015","E","5","2","9","",""
"10/08/2015","D","6","6","9","",""
"10/08/2015","E","4","5","4","",""
"10/07/2015","D","8","1","0","",""
"10/07/2015","E","8","0","9","",""
"10/06/2015","D","0","7","9","",""
"10/06/2015","E","0","4","2","",""
"10/05/2015","D","8","3","3","",""
"10/05/2015","E","6","5","3","",""
"10/04/2015","D","4","2","2","",""
"10/04/2015","E","6","1","0","",""
"10/03/2015","D","9","7","6","",""
"10/03/2015","E","8","2","4","",""
"10/02/2015","D","3","2","8","",""
"10/02/2015","E","7","6","9","",""
"10/01/2015","D","6","2","2","",""
"10/01/2015","E","6","7","1","",""
"09/30/2015","D","1","6","9","",""
"09/30/2015","E","8","2","6","",""
"09/29/2015","D","2","0","0","",""
"09/29/2015","E","2","6","2","",""
"09/28/2015","D","9","6","6","",""
"09/28/2015","E","8","9","0","",""
"09/27/2015","D","6","2","1","",""
"09/27/2015","E","3","2","3","",""
"09/26/2015","D","9","2","4","",""
"09/26/2015","E","6","1","7","",""
"09/25/2015","D","2","4","6","",""
"09/25/2015","E","0","6","8","",""
"09/24/2015","D","4","7","1","",""
"09/24/2015","E","9","2","1","",""
"09/23/2015","D","9","3","7","",""
"09/23/2015","E","3","6","2","",""
"09/22/2015","D","5","0","9","",""
"09/22/2015","E","3","5","1","",""
"09/21/2015","D","8","4","8","",""
"09/21/2015","E","8","4","3","",""
"09/20/2015","D","4","3","3","",""
"09/20/2015","E","2","8","6","",""
"09/19/2015","D","3","2","6","",""
"09/19/2015","E","9","6","8","",""
"09/18/2015","D","1","8","5","",""
"09/18/2015","E","1","9","7","",""
"09/17/2015","D","9","8","8","",""
"09/17/2015","E","8","6","7","",""
"09/16/2015","D","1","3","4","",""
"09/16/2015","E","9","1","7","",""
"09/15/2015","D","4","6","9","",""
"09/15/2015","E","5","9","6","",""
"09/14/2015","D","0","9","4","",""
"09/14/2015","E","8","3","0","",""
"09/13/2015","D","7","1","9","",""
"09/13/2015","E","6","8","6","",""
"09/12/2015","D","6","6","0","",""
"09/12/2015","E","9","4","0","",""
"09/11/2015","D","4","6","2","",""
"09/11/2015","E","9","7","7","",""
"09/10/2015","D","1","4","5","",""
"09/10/2015","E","3","4","8","",""
"09/09/2015","D","8","1","7","",""
"09/09/2015","E","1","6","6","",""
"09/08/2015","D","2","4","5","",""
"09/08/2015","E","1","5","4","",""
"09/07/2015","D","6","3","6","",""
"09/07/2015","E","4","1","0","",""
"09/06/2015","D","2","9","8","",""
"09/06/2015","E","5","8","2","",""
"09/05/2015","D","8","9","3","",""
"09/05/2015","E","7","6","1","",""
"09/04/2015","D","3","6","0","",""
"09/04/2015","E","9","9","5","",""
"09/03/2015","D","9","5","6","",""
"09/03/2015","E","9","7","0","",""
"09/02/2015","D","9","1","1","",""
"09/02/2015","E","1","8","8","",""
"09/01/2015","D","6","6","2","",""
"09/01/2015","E","2","7","5","",""
"08/31/2015","D","7","9","4","",""
"08/31/2015","E","0","0","5","",""
"08/30/2015","D","1","8","3","",""
"08/30/2015","E","3","5","3","",""
"08/29/2015","D","8","5","8","",""
"08/29/2015","E","3","2","6","",""
"08/28/2015","D","9","6","5","",""
"08/28/2015","E","8","6","4","",""
"08/27/2015","D","4","1","0","",""
"08/27/2015","E","5","7","2","",""
"08/26/2015","D","9","7","7","",""
"08/26/2015","E","9","3","4","",""
"08/25/2015","D","2","9","8","",""
"08/25/2015","E","7","5","9","",""
"08/24/2015","D","9","3","6","",""
"08/24/2015","E","7","1","7","",""
"08/23/2015","D","9","7","6","",""
"08/23/2015","E","5","4","2","",""
"08/22/2015","D","9","3","0","",""
"08/22/2015","E","6","8","5","",""
"08/21/2015","D","8","5","6","",""
"08/21/2015","E","4","0","9","",""
"08/20/2015","D","0","8","4","",""
"08/20/2015","E","6","4","0","",""
"08/19/2015","D","5","0","5","",""
"08/19/2015","E","9","4","7","",""
"08/18/2015","D","1","3","3","",""
"08/18/2015","E","0","2","9","",""
"08/17/2015","D","7","6","3","",""
"08/17/2015","E","9","6","5","",""
"08/16/2015","D","5","7","7","",""
"08/16/2015","E","8","3","8","",""
"08/15/2015","D","5","9","8","",""
"08/15/2015","E","1","4","6","",""
"08/14/2015","D","7","2","3","",""
"08/14/2015","E","7","1","7","",""
"08/13/2015","D","1","1","8","",""
"08/13/2015","E","2","0","1","",""
"08/12/2015","D","9","8","7","",""
"08/12/2015","E","5","3","7","",""
"08/11/2015","D","3","6","5","",""
"08/11/2015","E","5","4","8","",""
"08/10/2015","D","4","7","8","",""
"08/10/2015","E","9","9","6","",""
"08/09/2015","D","9","1","4","",""
"08/09/2015","E","0","0","9","",""
"08/08/2015","D","8","5","6","",""
"08/08/2015","E","0","0","5","",""
"08/07/2015","D","2","1","3","",""
"08/07/2015","E","2","6","9","",""
"08/06/2015","D","9","3","4","",""
"08/06/2015","E","6","1","3","",""
"08/05/2015","D","4","1","8","",""
"08/05/2015","E","9","9","1","",""
"08/04/2015","D","4","3","7","",""
"08/04/2015","E","2","0","7","",""
"08/03/2015","D","4","1","5","",""
"08/03/2015","E","6","8","6","",""
"08/02/2015","D","5","5","7","",""
"08/02/2015","E","5","4","1","",""
"08/01/2015","D","5","7","8","",""
"08/01/2015","E","6","9","1","",""
"07/31/2015","D","3","8","4","",""
"07/31/2015","E","8","9","2","",""
"07/30/2015","D","2","7","0","",""
"07/30/2015","E","3","3","6","",""
"07/29/2015","D","8","6","2","",""
"07/29/2015","E","5","2","4","",""
"07/28/2015","D","1","7","9","",""
"07/28/2015","E","6","8","7","",""
"07/27/2015","D","9","2","3","",""
"07/27/2015","E","6","4","0","",""
"07/26/2015","D","5","2","6","",""
"07/26/2015","E","2","5","1","",""
"07/25/2015","D","8","3","6","",""
"07/25/2015","E","0","5","6","",""
"07/24/2015","D","6","6","5","",""
"07/24/2015","E","0","7","0","",""
"07/23/2015","D","8","8","9","",""
"07/23/2015","E","0","9","9","",""
"07/22/2015","D","8","7","5","",""
"07/22/2015","E","3","4","5","",""
"07/21/2015","D","2","3","3","",""
"07/21/2015","E","2","0","4","",""
"07/20/2015","D","1","7","8","",""
"07/20/2015","E","7","7","4","",""
"07/19/2015","D","7","6","9","",""
"07/19/2015","E","9","5","8","",""
"07/18/2015","D","5","4","7","",""
"07/18/2015","E","2","5","4","",""
"07/17/2015","D","8","4","5","",""
"07/17/2015","E","8","5","5","",""
"07/16/2015","D","4","5","4","",""
"07/16/2015","E","2","1","8","",""
"07/15/2015","D","8","4","8","",""
"07/15/2015","E","0","2","6","",""
"07/14/2015","D","8","6","7","",""
"07/14/2015","E","6","1","5","",""
"07/13/2015","D","2","6","9","",""
"07/13/2015","E","6","9","5","",""
"07/12/2015","D","2","0","5","",""
"07/12/2015","E","1","8","2","",""
"07/11/2015","D","5","5","6","",""
"07/11/2015","E","2","7","7","",""
"07/10/2015","D","2","7","9","",""
"07/10/2015","E","2","3","4","",""
"07/09/2015","D","4","5","8","",""
"07/09/2015","E","5","9","1","",""
"07/08/2015","D","6","6","5","",""
"07/08/2015","E","9","8","2","",""
"07/07/2015","D","3","5","9","",""
"07/07/2015","E","5","4","8","",""
"07/06/2015","D","2","6","4","",""
"07/06/2015","E","9","8","3","",""
"07/05/2015","D","3","3","9","",""
"07/05/2015","E","3","6","1","",""
"07/04/2015","D","1","8","0","",""
"07/04/2015","E","2","8","9","",""
"07/03/2015","D","9","5","8","",""
