"Date","Day/Eve","Number 1","Number 2","Number 3","GreenBall","DoubleDraw*"
"10/07/2012","D","2","1","5","",""
"10/07/2012","E","6","9","3","",""
"10/06/2012","D","8","9","6","",""
"10/06/2012","E","9","0","3","",""
"10/05/2012","D","2","6","0","",""
"10/05/2012","E","8","1","5","",""
"10/04/2012","D","4","7","1","",""
"10/04/2012","E","8","6","5","",""
"10/03/2012","D","2","6","8","",""
"10/03/2012","E","6","4","3","",""
"10/02/2012","D","6","6","4","",""
"10/02/2012","E","5","1","6","",""
"10/01/2012","D","1","8","9","",""
"10/01/2012","E","8","9","6","",""
"09/30/2012","D","7","4","1","",""
"09/30/2012","E","7","2","0","",""
"09/29/2012","D","2","3","2","",""
"09/29/2012","E","8","3","6","",""
"09/28/2012","D","6","5","6","",""
"09/28/2012","E","5","8","5","",""
"09/27/2012","D","4","1","1","",""
"09/27/2012","E","6","7","5","",""
"09/26/2012","D","8","0","6","",""
"09/26/2012","E","2","2","3","",""
"09/25/2012","D","3","2","3","",""
"09/25/2012","E","7","2","9","",""
"09/24/2012","D","7","7","3","",""
"09/24/2012","E","8","0","1","",""
"09/23/2012","D","6","4","6","",""
"09/23/2012","E","8","4","2","",""
"09/22/2012","D","1","3","7","",""
"09/22/2012","E","0","6","3","",""
"09/21/2012","D","0","1","3","",""
"09/21/2012","E","5","6","7","",""
"09/20/2012","D","1","9","7","",""
"09/20/2012","E","2","8","7","",""
"09/19/2012","D","5","4","6","",""
"09/19/2012","E","1","4","4","",""
"09/18/2012","D","7","2","5","",""
"09/18/2012","E","4","1","8","",""
"09/17/2012","D","3","0","6","",""
"09/17/2012","E","3","7","4","",""
"09/16/2012","D","2","0","2","",""
"09/16/2012","E","3","8","7","",""
"09/15/2012","D","9","9","9","",""
"09/15/2012","E","9","1","8","",""
"09/14/2012","D","7","5","3","",""
"09/14/2012","E","3","4","9","",""
"09/13/2012","D","3","1","5","",""
"09/13/2012","E","4","3","4","",""
"09/12/2012","D","1","3","0","",""
"09/12/2012","E","6","3","3","",""
"09/11/2012","D","2","7","6","",""
"09/11/2012","E","0","2","2","",""
"09/10/2012","D","6","5","4","",""
"09/10/2012","E","7","4","8","",""
"09/09/2012","D","6","9","3","",""
"09/09/2012","E","2","7","9","",""
"09/08/2012","D","1","6","0","",""
"09/08/2012","E","3","7","8","",""
"09/07/2012","D","1","3","4","",""
"09/07/2012","E","0","5","1","",""
"09/06/2012","D","5","4","5","",""
"09/06/2012","E","8","0","8","",""
"09/05/2012","D","7","4","7","",""
"09/05/2012","E","4","4","4","",""
"09/04/2012","D","2","5","2","",""
"09/04/2012","E","2","1","2","",""
"09/03/2012","D","6","7","0","",""
"09/03/2012","E","5","7","1","",""
"09/02/2012","D","5","4","2","",""
"09/02/2012","E","3","1","5","",""
"09/01/2012","D","1","3","3","",""
"09/01/2012","E","1","6","7","",""
"08/31/2012","D","4","5","4","",""
"08/31/2012","E","3","4","8","",""
"08/30/2012","D","1","5","0","",""
"08/30/2012","E","6","4","1","",""
"08/29/2012","D","7","6","1","",""
"08/29/2012","E","6","2","3","",""
"08/28/2012","D","2","5","8","",""
"08/28/2012","E","7","2","6","",""
"08/27/2012","D","6","3","8","",""
"08/27/2012","E","5","8","6","",""
"08/26/2012","D","6","4","8","",""
"08/26/2012","E","8","1","0","",""
"08/25/2012","D","3","1","4","",""
"08/25/2012","E","9","2","0","",""
"08/24/2012","D","8","5","0","",""
"08/24/2012","E","6","1","1","",""
"08/23/2012","D","9","9","0","",""
"08/23/2012","E","7","9","0","",""
"08/22/2012","D","5","8","9","",""
"08/22/2012","E","3","1","1","",""
"08/21/2012","D","8","3","4","",""
"08/21/2012","E","3","5","0","",""
"08/20/2012","D","8","8","7","",""
"08/20/2012","E","1","3","5","",""
"08/19/2012","D","4","1","9","",""
"08/19/2012","E","4","0","5","",""
"08/18/2012","D","8","5","3","",""
"08/18/2012","E","2","8","4","",""
"08/17/2012","D","7","6","7","",""
"08/17/2012","E","9","0","5","",""
"08/16/2012","D","1","2","9","",""
"08/16/2012","E","8","6","0","",""
"08/15/2012","D","9","4","4","",""
"08/15/2012","E","5","0","6","",""
"08/14/2012","D","1","7","5","",""
"08/14/2012","E","7","6","3","",""
"08/13/2012","D","0","8","5","",""
"08/13/2012","E","0","9","4","",""
"08/12/2012","D","4","1","4","",""
"08/12/2012","E","5","6","9","",""
"08/11/2012","D","7","7","7","",""
"08/11/2012","E","3","0","3","",""
"08/10/2012","D","2","6","1","",""
"08/10/2012","E","0","6","6","",""
"08/09/2012","D","4","6","2","",""
"08/09/2012","E","9","9","6","",""
"08/08/2012","D","3","2","6","",""
"08/08/2012","E","5","3","9","",""
"08/07/2012","D","7","9","6","",""
"08/07/2012","E","0","3","6","",""
"08/06/2012","D","0","5","8","",""
"08/06/2012","E","8","4","9","",""
"08/05/2012","D","6","2","4","",""
"08/05/2012","E","8","6","5","",""
"08/04/2012","D","7","7","2","",""
"08/04/2012","E","0","1","9","",""
"08/03/2012","D","7","1","2","",""
"08/03/2012","E","0","8","2","",""
"08/02/2012","D","9","7","5","",""
"08/02/2012","E","5","9","4","",""
"08/01/2012","D","2","6","1","",""
"08/01/2012","E","2","6","4","",""
"07/31/2012","D","8","5","0","",""
"07/31/2012","E","8","7","1","",""
"07/30/2012","D","4","7","4","",""
"07/30/2012","E","9","1","4","",""
"07/29/2012","D","0","1","1","",""
"07/29/2012","E","5","6","6","",""
"07/28/2012","D","0","5","7","",""
"07/28/2012","E","9","0","0","False",""
"07/27/2012","D","8","8","5","",""
"07/27/2012","E","3","6","1","False",""
"07/26/2012","D","1","5","9","",""
"07/26/2012","E","8","4","4","False",""
"07/25/2012","D","4","4","7","",""
"07/25/2012","E","2","6","6","False",""
"07/24/2012","D","6","3","5","",""
"07/24/2012","E","9","0","3","False",""
"07/23/2012","D","5","6","0","",""
"07/23/2012","E","6","2","8","False",""
"07/22/2012","D","5","1","8","",""
"07/22/2012","E","4","4","1","True",""
"07/21/2012","D","9","4","5","",""
"07/21/2012","E","2","1","7","False",""
"07/20/2012","D","6","4","0","",""
"07/20/2012","E","0","8","7","False",""
"07/19/2012","D","7","5","1","",""
"07/19/2012","E","4","8","2","False",""
"07/18/2012","D","7","8","7","",""
"07/18/2012","E","0","2","3","False",""
"07/17/2012","D","5","4","8","",""
"07/17/2012","E","8","6","3","False",""
"07/16/2012","D","8","2","7","",""
"07/16/2012","E","6","7","8","False",""
"07/15/2012","D","8","7","9","",""
"07/15/2012","E","4","4","1","True",""
"07/14/2012","D","7","4","2","",""
"07/14/2012","E","3","1","2","False",""
"07/13/2012","D","0","6","6","",""
"07/13/2012","E","5","3","6","False",""
"07/12/2012","D","0","2","8","",""
"07/12/2012","E","9","8","6","False",""
"07/11/2012","D","3","2","2","",""
"07/11/2012","E","9","7","5","False",""
"07/10/2012","D","2","5","0","",""
"07/10/2012","E","0","2","0","False",""
"07/09/2012","D","4","5","0","",""
"07/09/2012","E","8","4","5","True",""
"07/08/2012","D","5","5","2","",""
"07/08/2012","E","5","5","3","False",""
"07/07/2012","D","7","5","8","",""
"07/07/2012","E","7","2","8","False",""
"07/06/2012","D","3","7","8","",""
"07/06/2012","E","0","2","7","False",""
"07/05/2012","D","5","7","2","",""
"07/05/2012","E","0","7","1","False",""
"07/04/2012","D","5","6","9","",""
"07/04/2012","E","2","8","4","True",""
"07/03/2012","D","3","5","7","",""
"07/03/2012","E","1","5","6","False",""
"07/02/2012","D","0","7","7","",""
"07/02/2012","E","3","5","9","False",""
"07/01/2012","D","0","9","8","",""
"07/01/2012","E","9","2","5","False",""
"06/30/2012","D","7","6","5","",""
"06/30/2012","E","6","3","9","",""
"06/29/2012","D","8","5","6","",""
"06/29/2012","E","2","3","1","",""
"06/28/2012","D","6","1","6","",""
"06/28/2012","E","7","0","1","",""
"06/27/2012","D","1","6","2","",""
"06/27/2012","E","2","6","1","",""
"06/26/2012","D","3","8","3","",""
"06/26/2012","E","9","0","7","",""
"06/25/2012","D","2","7","8","",""
"06/25/2012","E","2","9","0","",""
"06/24/2012","D","4","1","3","",""
"06/24/2012","E","1","4","3","",""
"06/23/2012","D","5","0","0","",""
"06/23/2012","E","2","2","5","",""
"06/22/2012","D","6","2","7","",""
"06/22/2012","E","9","5","3","",""
"06/21/2012","D","2","4","6","",""
"06/21/2012","E","3","5","8","",""
"06/20/2012","D","5","0","3","",""
"06/20/2012","E","0","4","1","",""
"06/19/2012","D","1","8","1","",""
"06/19/2012","E","1","2","4","",""
"06/18/2012","D","6","5","5","",""
"06/18/2012","E","0","3","5","",""
"06/17/2012","D","0","4","7","",""
"06/17/2012","E","2","9","3","",""
"06/16/2012","D","0","1","7","",""
"06/16/2012","E","2","5","7","",""
"06/15/2012","D","4","9","2","",""
"06/15/2012","E","8","7","0","",""
"06/14/2012","D","4","7","6","",""
"06/14/2012","E","9","8","7","",""
"06/13/2012","D","5","1","0","",""
"06/13/2012","E","8","3","6","",""
"06/12/2012","D","4","7","0","",""
"06/12/2012","E","6","4","5","",""
"06/11/2012","D","1","3","2","",""
"06/11/2012","E","3","5","6","",""
"06/10/2012","D","7","8","8","",""
"06/10/2012","E","9","0","5","",""
"06/09/2012","D","7","2","5","",""
"06/09/2012","E","8","7","6","",""
"06/08/2012","D","3","3","9","",""
"06/08/2012","E","8","1","1","",""
"06/07/2012","D","5","3","2","",""
"06/07/2012","E","8","2","0","",""
"06/06/2012","D","7","6","6","",""
"06/06/2012","E","5","5","9","",""
"06/05/2012","D","6","2","6","",""
"06/05/2012","E","5","9","3","",""
"06/04/2012","D","4","0","6","",""
"06/04/2012","E","2","3","1","",""
"06/03/2012","D","3","4","8","",""
"06/03/2012","E","0","6","8","",""
"06/02/2012","D","7","1","4","",""
"06/02/2012","E","8","1","0","",""
"06/01/2012","D","8","1","0","",""
"06/01/2012","E","2","2","5","",""
"05/31/2012","D","8","2","0","",""
"05/31/2012","E","0","6","9","",""
"05/30/2012","D","0","8","0","",""
"05/30/2012","E","4","4","5","",""
"05/29/2012","D","5","1","5","",""
"05/29/2012","E","1","7","2","",""
"05/28/2012","D","9","9","1","",""
"05/28/2012","E","0","9","6","",""
"05/27/2012","D","6","6","7","",""
"05/27/2012","E","7","8","6","",""
"05/26/2012","D","0","6","2","",""
"05/26/2012","E","8","0","3","",""
"05/25/2012","D","2","1","8","",""
"05/25/2012","E","0","3","9","",""
"05/24/2012","D","3","1","6","",""
"05/24/2012","E","5","3","7","",""
"05/23/2012","D","3","6","8","",""
"05/23/2012","E","4","8","1","",""
"05/22/2012","D","3","3","9","",""
"05/22/2012","E","5","2","2","",""
"05/21/2012","D","2","2","9","",""
"05/21/2012","E","0","0","5","",""
"05/20/2012","D","6","1","6","",""
"05/20/2012","E","8","3","0","",""
"05/19/2012","D","4","7","6","",""
"05/19/2012","E","8","3","8","",""
"05/18/2012","D","9","1","4","",""
"05/18/2012","E","8","8","9","",""
"05/17/2012","D","6","2","7","",""
"05/17/2012","E","8","3","6","",""
"05/16/2012","D","2","8","8","",""
"05/16/2012","E","0","4","5","",""
"05/15/2012","D","2","4","0","",""
"05/15/2012","E","1","5","9","",""
"05/14/2012","D","5","8","1","",""
"05/14/2012","E","2","7","0","",""
"05/13/2012","D","6","3","0","",""
"05/13/2012","E","6","6","6","",""
"05/12/2012","D","0","4","8","",""
"05/12/2012","E","8","9","7","",""
"05/11/2012","D","6","3","2","",""
"05/11/2012","E","7","7","4","",""
"05/10/2012","D","5","1","0","",""
"05/10/2012","E","0","0","7","",""
"05/09/2012","D","7","8","8","",""
"05/09/2012","E","3","5","9","",""
"05/08/2012","D","0","0","0","",""
"05/08/2012","E","8","3","5","",""
"05/07/2012","D","9","6","9","",""
"05/07/2012","E","6","4","7","",""
"05/06/2012","D","9","2","2","",""
"05/06/2012","E","2","3","3","",""
"05/05/2012","D","5","9","1","",""
"05/05/2012","E","9","1","6","",""
"05/04/2012","D","0","8","4","",""
"05/04/2012","E","4","7","0","",""
"05/03/2012","D","0","9","4","",""
"05/03/2012","E","4","5","2","",""
"05/02/2012","D","5","5","1","",""
"05/02/2012","E","1","5","9","",""
"05/01/2012","D","0","8","0","",""
"05/01/2012","E","9","1","8","",""
"04/30/2012","D","8","2","2","",""
"04/30/2012","E","9","8","1","",""
"04/29/2012","D","3","8","4","",""
"04/29/2012","E","5","8","9","",""
"04/28/2012","D","9","7","6","",""
"04/28/2012","E","4","0","4","",""
"04/27/2012","D","9","2","6","",""
"04/27/2012","E","6","4","8","",""
"04/26/2012","D","2","0","4","",""
"04/26/2012","E","9","4","1","",""
"04/25/2012","D","6","2","9","",""
"04/25/2012","E","5","3","7","",""
"04/24/2012","D","4","4","0","",""
"04/24/2012","E","2","2","0","",""
"04/23/2012","D","8","5","9","",""
"04/23/2012","E","1","3","6","",""
"04/22/2012","D","1","5","0","",""
"04/22/2012","E","4","6","6","",""
"04/21/2012","D","9","4","7","",""
"04/21/2012","E","4","8","6","",""
"04/20/2012","D","1","9","9","",""
"04/20/2012","E","9","9","0","",""
"04/19/2012","D","9","0","0","",""
"04/19/2012","E","9","3","6","",""
"04/18/2012","D","4","1","9","",""
"04/18/2012","E","9","1","2","",""
"04/17/2012","D","1","2","9","",""
"04/17/2012","E","3","0","5","",""
"04/16/2012","D","8","1","8","",""
"04/16/2012","E","7","3","7","",""
"04/15/2012","D","8","2","9","",""
"04/15/2012","E","6","8","7","",""
"04/14/2012","D","8","3","2","",""
"04/14/2012","E","7","0","8","",""
"04/13/2012","D","7","9","4","",""
"04/13/2012","E","7","6","6","",""
"04/12/2012","D","9","6","2","",""
"04/12/2012","E","2","2","0","",""
"04/11/2012","D","2","8","0","",""
"04/11/2012","E","8","2","4","",""
"04/10/2012","D","8","4","5","",""
"04/10/2012","E","8","2","4","",""
"04/09/2012","D","1","8","2","",""
"04/09/2012","E","2","6","0","",""
"04/08/2012","D","7","2","5","",""
"04/08/2012","E","1","2","1","",""
"04/07/2012","D","5","9","4","",""
"04/07/2012","E","8","1","2","",""
"04/06/2012","D","5","5","5","",""
"04/06/2012","E","3","0","3","",""
"04/05/2012","D","1","4","9","",""
"04/05/2012","E","8","8","5","",""
"04/04/2012","D","8","0","0","",""
"04/04/2012","E","2","9","4","",""
"04/03/2012","D","0","6","0","",""
"04/03/2012","E","7","3","3","",""
"04/02/2012","D","4","9","2","",""
"04/02/2012","E","4","9","4","",""
"04/01/2012","D","0","3","2","",""
"04/01/2012","E","4","7","1","",""
"03/31/2012","D","0","5","6","",""
"03/31/2012","E","4","3","0","",""
"03/30/2012","D","9","1","8","",""
"03/30/2012","E","4","6","5","",""
"03/29/2012","D","5","6","4","",""
"03/29/2012","E","8","8","7","",""
"03/28/2012","D","8","4","8","",""
"03/28/2012","E","0","2","7","",""
"03/27/2012","D","9","1","7","",""
"03/27/2012","E","9","6","7","",""
"03/26/2012","D","2","8","6","",""
"03/26/2012","E","3","5","7","",""
"03/25/2012","D","6","3","7","",""
"03/25/2012","E","1","1","5","",""
"03/24/2012","D","2","9","4","",""
"03/24/2012","E","0","5","6","",""
"03/23/2012","D","8","0","7","",""
"03/23/2012","E","3","1","5","",""
"03/22/2012","D","0","0","4","",""
"03/22/2012","E","3","2","1","",""
"03/21/2012","D","1","5","5","",""
"03/21/2012","E","1","4","3","",""
"03/20/2012","D","4","1","0","",""
"03/20/2012","E","1","2","6","",""
"03/19/2012","D","5","1","4","",""
"03/19/2012","E","5","4","5","",""
"03/18/2012","D","3","0","2","",""
"03/18/2012","E","7","8","8","",""
"03/17/2012","D","2","5","4","",""
"03/17/2012","E","3","6","6","",""
"03/16/2012","D","7","4","6","",""
"03/16/2012","E","2","9","3","",""
"03/15/2012","D","8","8","0","",""
"03/15/2012","E","2","6","9","",""
"03/14/2012","D","4","2","8","",""
"03/14/2012","E","4","0","4","",""
"03/13/2012","D","8","2","0","",""
"03/13/2012","E","6","6","9","",""
"03/12/2012","D","9","8","4","",""
"03/12/2012","E","7","8","6","",""
"03/11/2012","D","0","6","6","",""
"03/11/2012","E","7","7","8","",""
"03/10/2012","D","1","4","8","",""
"03/10/2012","E","5","0","0","",""
"03/09/2012","D","9","6","1","",""
"03/09/2012","E","5","1","1","",""
"03/08/2012","D","6","5","5","",""
"03/08/2012","E","9","4","7","",""
"03/07/2012","D","6","8","0","",""
"03/07/2012","E","1","5","5","",""
"03/06/2012","D","6","4","2","",""
"03/06/2012","E","7","3","2","",""
"03/05/2012","D","2","8","3","",""
"03/05/2012","E","5","4","2","",""
"03/04/2012","D","1","4","1","",""
"03/04/2012","E","0","1","6","",""
"03/03/2012","D","6","2","3","",""
"03/03/2012","E","3","1","3","",""
"03/02/2012","D","9","0","4","",""
"03/02/2012","E","6","1","4","",""
"03/01/2012","D","8","1","3","",""
"03/01/2012","E","2","3","8","",""
"02/29/2012","D","7","6","5","",""
"02/29/2012","E","4","2","9","",""
"02/28/2012","D","7","3","8","",""
"02/28/2012","E","9","4","3","",""
"02/27/2012","D","1","5","7","",""
"02/27/2012","E","3","6","5","",""
"02/26/2012","D","5","3","4","",""
"02/26/2012","E","0","8","2","",""
"02/25/2012","D","5","4","0","",""
"02/25/2012","E","2","0","7","",""
"02/24/2012","D","7","7","5","",""
"02/24/2012","E","7","0","2","",""
"02/23/2012","D","1","1","4","",""
"02/23/2012","E","6","2","0","",""
"02/22/2012","D","9","0","7","",""
"02/22/2012","E","5","2","1","",""
"02/21/2012","D","1","9","6","",""
"02/21/2012","E","8","2","1","",""
"02/20/2012","D","5","2","7","",""
"02/20/2012","E","9","4","6","",""
"02/19/2012","D","0","2","4","",""
"02/19/2012","E","1","1","4","",""
"02/18/2012","D","5","4","4","",""
"02/18/2012","E","7","8","9","",""
"02/17/2012","D","9","2","6","",""
"02/17/2012","E","1","4","9","",""
"02/16/2012","D","8","0","0","",""
"02/16/2012","E","1","7","6","",""
"02/15/2012","D","0","7","0","",""
"02/15/2012","E","5","9","2","",""
"02/14/2012","D","3","9","5","",""
"02/14/2012","E","1","9","5","",""
"02/13/2012","D","3","7","3","",""
"02/13/2012","E","0","5","7","",""
"02/12/2012","D","0","9","0","",""
"02/12/2012","E","5","9","2","",""
"02/11/2012","D","1","0","3","",""
"02/11/2012","E","2","4","9","",""
"02/10/2012","D","4","9","2","",""
"02/10/2012","E","0","6","0","",""
"02/09/2012","D","8","2","0","",""
"02/09/2012","E","4","7","4","",""
"02/08/2012","D","0","4","6","",""
"02/08/2012","E","9","9","7","",""
"02/07/2012","D","7","7","3","",""
"02/07/2012","E","5","9","1","",""
"02/06/2012","D","7","6","0","",""
"02/06/2012","E","7","3","5","",""
"02/05/2012","D","9","2","8","",""
"02/05/2012","E","8","8","5","",""
"02/04/2012","D","6","0","6","",""
"02/04/2012","E","3","3","7","",""
"02/03/2012","D","5","1","6","",""
"02/03/2012","E","2","3","8","",""
"02/02/2012","D","9","3","4","",""
"02/02/2012","E","3","7","0","",""
"02/01/2012","D","1","0","5","",""
"02/01/2012","E","0","5","3","",""
"01/31/2012","D","6","2","8","",""
"01/31/2012","E","8","9","9","",""
"01/30/2012","D","3","3","1","",""
"01/30/2012","E","9","6","1","",""
"01/29/2012","D","8","2","7","",""
"01/29/2012","E","7","0","8","",""
"01/28/2012","D","0","9","5","",""
"01/28/2012","E","3","6","5","",""
"01/27/2012","D","1","8","8","",""
"01/27/2012","E","8","3","3","",""
"01/26/2012","D","8","7","1","",""
"01/26/2012","E","3","2","2","",""
"01/25/2012","D","6","6","9","",""
"01/25/2012","E","9","4","9","",""
"01/24/2012","D","4","3","1","",""
"01/24/2012","E","4","3","2","",""
"01/23/2012","D","3","9","0","",""
"01/23/2012","E","2","8","1","",""
"01/22/2012","D","9","4","4","",""
"01/22/2012","E","0","2","6","",""
"01/21/2012","D","4","7","6","",""
"01/21/2012","E","9","4","0","",""
"01/20/2012","D","0","4","7","",""
"01/20/2012","E","3","4","2","",""
"01/19/2012","D","8","5","5","",""
"01/19/2012","E","7","1","1","",""
"01/18/2012","D","1","9","2","",""
"01/18/2012","E","0","5","4","",""
"01/17/2012","D","0","0","6","",""
"01/17/2012","E","6","7","3","",""
"01/16/2012","D","0","8","4","",""
"01/16/2012","E","1","4","2","",""
"01/15/2012","D","4","2","6","",""
"01/15/2012","E","9","3","4","",""
"01/14/2012","D","2","7","3","",""
"01/14/2012","E","4","4","2","",""
"01/13/2012","D","7","0","2","",""
"01/13/2012","E","8","6","7","",""
"01/12/2012","D","7","9","2","",""
"01/12/2012","E","3","0","0","",""
"01/11/2012","D","4","7","1","",""
"01/11/2012","E","0","7","9","",""
"01/10/2012","D","5","0","3","",""
"01/10/2012","E","8","7","2","",""
"01/09/2012","D","6","5","5","",""
"01/09/2012","E","9","6","0","",""
"01/08/2012","D","4","4","1","",""
"01/08/2012","E","3","6","0","",""
"01/07/2012","D","2","7","3","",""
"01/07/2012","E","4","9","8","",""
"01/06/2012","D","9","7","4","",""
"01/06/2012","E","7","3","6","",""
"01/05/2012","D","7","5","1","",""
"01/05/2012","E","2","6","7","",""
"01/04/2012","D","6","1","2","",""
"01/04/2012","E","0","7","4","",""
"01/03/2012","D","4","8","4","",""
"01/03/2012","E","2","7","2","",""
"01/02/2012","D","6","4","2","",""
"01/02/2012","E","9","1","0","",""
"01/01/2012","D","9","1","1","",""
"01/01/2012","E","4","2","7","",""
"12/31/2011","D","2","9","4","",""
"12/31/2011","E","9","9","2","",""
"12/30/2011","D","3","7","9","",""
"12/30/2011","E","3","2","6","",""
"12/29/2011","D","8","5","2","",""
"12/29/2011","E","7","9","4","",""
"12/28/2011","D","1","0","4","",""
"12/28/2011","E","1","8","0","",""
"12/27/2011","D","5","2","3","",""
"12/27/2011","E","5","7","5","",""
"12/26/2011","D","6","0","4","",""
"12/26/2011","E","7","6","6","",""
"12/25/2011","D","4","2","8","",""
"12/25/2011","E","8","9","5","",""
"12/24/2011","D","1","1","6","",""
"12/24/2011","E","8","2","4","",""
"12/23/2011","D","9","9","7","",""
"12/23/2011","E","2","9","2","",""
"12/22/2011","D","5","7","2","",""
"12/22/2011","E","9","4","2","",""
"12/21/2011","D","9","7","8","",""
"12/21/2011","E","9","9","0","",""
"12/20/2011","D","5","6","4","",""
"12/20/2011","E","6","8","6","",""
"12/19/2011","D","7","6","8","",""
"12/19/2011","E","5","6","6","",""
"12/18/2011","D","0","4","9","",""
"12/18/2011","E","5","7","5","",""
"12/17/2011","D","1","8","3","",""
"12/17/2011","E","4","0","9","",""
"12/16/2011","D","1","0","1","",""
"12/16/2011","E","8","3","7","",""
"12/15/2011","D","6","8","2","",""
"12/15/2011","E","6","3","2","",""
"12/14/2011","D","8","1","6","",""
"12/14/2011","E","6","2","4","",""
"12/13/2011","D","0","2","5","",""
"12/13/2011","E","8","0","9","",""
"12/12/2011","D","1","9","0","",""
"12/12/2011","E","4","5","6","",""
"12/11/2011","D","6","0","7","",""
"12/11/2011","E","4","8","8","",""
"12/10/2011","D","5","7","4","",""
"12/10/2011","E","5","7","5","",""
"12/09/2011","D","6","1","0","",""
"12/09/2011","E","9","5","3","",""
"12/08/2011","D","2","6","2","",""
"12/08/2011","E","3","5","5","",""
"12/07/2011","D","0","3","1","",""
"12/07/2011","E","4","8","7","",""
"12/06/2011","D","8","3","1","",""
"12/06/2011","E","8","1","8","",""
"12/05/2011","D","8","5","5","",""
"12/05/2011","E","4","2","4","",""
"12/04/2011","D","6","4","0","",""
"12/04/2011","E","9","3","4","",""
"12/03/2011","D","4","5","9","",""
"12/03/2011","E","8","5","1","",""
"12/02/2011","D","7","1","9","",""
"12/02/2011","E","2","4","7","",""
"12/01/2011","D","2","9","8","",""
"12/01/2011","E","8","1","5","",""
"11/30/2011","D","3","1","1","",""
"11/30/2011","E","2","9","8","",""
"11/29/2011","D","4","9","3","",""
"11/29/2011","E","5","5","1","",""
"11/28/2011","D","7","3","9","",""
"11/28/2011","E","1","0","9","",""
"11/27/2011","D","1","9","3","",""
"11/27/2011","E","5","3","5","",""
"11/26/2011","D","0","0","5","",""
"11/26/2011","E","8","9","4","",""
"11/25/2011","D","4","2","0","",""
"11/25/2011","E","1","4","9","",""
"11/24/2011","D","3","8","6","",""
"11/24/2011","E","9","8","8","",""
"11/23/2011","D","4","9","0","",""
"11/23/2011","E","5","7","8","",""
"11/22/2011","D","0","5","3","",""
"11/22/2011","E","6","7","0","",""
"11/21/2011","D","0","8","3","",""
"11/21/2011","E","6","5","5","",""
"11/20/2011","D","2","4","9","",""
"11/20/2011","E","4","5","4","",""
"11/19/2011","D","7","7","5","",""
"11/19/2011","E","0","7","7","",""
"11/18/2011","D","3","8","0","",""
"11/18/2011","E","8","7","5","",""
"11/17/2011","D","6","5","8","",""
"11/17/2011","E","3","3","2","",""
"11/16/2011","D","6","4","6","",""
"11/16/2011","E","5","1","2","",""
"11/15/2011","D","8","4","5","",""
"11/15/2011","E","2","6","1","",""
"11/14/2011","D","4","8","1","",""
"11/14/2011","E","4","8","0","",""
"11/13/2011","D","3","2","2","",""
"11/13/2011","E","7","4","8","",""
"11/12/2011","D","2","0","4","",""
"11/12/2011","E","9","2","8","",""
"11/11/2011","D","9","6","4","",""
"11/11/2011","E","1","1","6","",""
"11/10/2011","D","6","1","1","",""
"11/10/2011","E","8","1","7","",""
"11/09/2011","D","3","3","0","",""
"11/09/2011","E","6","5","9","",""
"11/08/2011","D","9","6","4","",""
"11/08/2011","E","3","6","4","",""
"11/07/2011","D","4","1","0","",""
"11/07/2011","E","9","0","2","",""
"11/06/2011","D","5","3","7","",""
"11/06/2011","E","0","6","1","",""
"11/05/2011","D","3","8","1","",""
"11/05/2011","E","3","4","8","",""
"11/04/2011","D","7","7","4","",""
"11/04/2011","E","9","1","1","",""
"11/03/2011","D","0","3","7","",""
"11/03/2011","E","8","7","9","",""
"11/02/2011","D","2","1","9","",""
"11/02/2011","E","1","3","4","",""
"11/01/2011","D","7","7","2","",""
"11/01/2011","E","8","5","7","",""
"10/31/2011","D","4","0","6","",""
"10/31/2011","E","3","9","7","",""
"10/30/2011","D","8","4","2","",""
"10/30/2011","E","1","8","4","",""
"10/29/2011","D","6","2","9","",""
"10/29/2011","E","2","9","5","",""
"10/28/2011","D","8","4","6","",""
"10/28/2011","E","0","5","0","",""
"10/27/2011","D","5","1","5","",""
"10/27/2011","E","0","1","4","",""
"10/26/2011","D","5","2","1","",""
"10/26/2011","E","9","8","2","",""
"10/25/2011","D","5","5","7","",""
"10/25/2011","E","9","0","8","",""
"10/24/2011","D","1","8","4","",""
"10/24/2011","E","3","3","7","",""
"10/23/2011","D","0","0","1","",""
"10/23/2011","E","6","4","1","",""
"10/22/2011","D","2","9","9","",""
"10/22/2011","E","6","7","9","",""
"10/21/2011","D","1","5","5","",""
"10/21/2011","E","4","9","3","",""
"10/20/2011","D","9","7","2","",""
"10/20/2011","E","3","9","1","",""
"10/19/2011","D","8","2","9","",""
"10/19/2011","E","5","7","1","",""
"10/18/2011","D","2","0","3","",""
"10/18/2011","E","5","9","6","",""
"10/17/2011","D","4","8","6","",""
"10/17/2011","E","1","9","4","",""
"10/16/2011","D","6","5","2","",""
"10/16/2011","E","2","8","8","",""
"10/15/2011","D","8","3","7","",""
"10/15/2011","E","5","3","2","",""
"10/14/2011","D","8","9","5","",""
"10/14/2011","E","6","9","9","",""
"10/13/2011","D","0","9","7","",""
"10/13/2011","E","6","9","8","",""
"10/12/2011","D","5","6","3","",""
"10/12/2011","E","8","1","5","",""
"10/11/2011","D","8","9","9","",""
"10/11/2011","E","3","2","1","",""
"10/10/2011","D","8","4","5","",""
"10/10/2011","E","4","0","5","",""
"10/09/2011","D","3","6","7","",""
"10/09/2011","E","1","8","4","",""
"10/08/2011","D","2","2","4","",""
"10/08/2011","E","7","0","4","",""
"10/07/2011","D","2","9","1","",""
